drug0_conc,drug0_name,drug1_conc,drug1_name,drug2_conc,drug2_name,drug3_conc,drug3_name,drug4_conc,drug4_name,drug5_conc,drug5_name,drug6_conc,drug6_name,drug7_conc,drug7_name,drug8_conc,drug8_name,drug9_conc,drug9_name,expt,sample,value
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0
0.6153846153846154,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,0.9717948717948718
0.0,AMP,0.38461538461538464,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,0.7515337423312883
0.0,AMP,0.0,AZI,0.003076923076923077,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,0.9620253164556963
0.0,AMP,0.0,AZI,0.0,AZT,0.2,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,0.946938775510204
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.06923076923076923,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0634715025906736
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.015384615384615385,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.212449255751015
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.01076923076923077,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0383631713554988
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.5384615384615384,RIF,0.0,SPE,0.0,TET,2-EC,EC,0.894736842105263
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,1.3846153846153846,SPE,0.0,TET,2-EC,EC,0.7310810810810812
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.07692307692307693,TET,2-EC,EC,0.8918169209431346
0.3076923076923077,AMP,0.19230769230769232,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,0.799139167862267
0.3076923076923077,AMP,0.0,AZI,0.0015384615384615385,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,0.9617918313570487
0.3076923076923077,AMP,0.0,AZI,0.0,AZT,0.1,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,0.9132653061224489
0.3076923076923077,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.03461538461538462,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,0.994750656167979
0.3076923076923077,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.007692307692307693,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.1179422835633626
0.3076923076923077,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.005384615384615385,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,0.9615894039735099
0.3076923076923077,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.2692307692307692,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0110344827586206
0.3076923076923077,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.6923076923076923,SPE,0.0,TET,2-EC,EC,0.9083665338645419
0.3076923076923077,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.038461538461538464,TET,2-EC,EC,1.2402877697841728
0.0,AMP,0.19230769230769232,AZI,0.0015384615384615385,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,0.7322485207100591
0.0,AMP,0.19230769230769232,AZI,0.0,AZT,0.1,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,0.6753585397653195
0.0,AMP,0.19230769230769232,AZI,0.0,AZT,0.0,CHL,0.03461538461538462,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,0.7005277044854882
0.6153846153846154,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,0.9602739726027397
0.0,AMP,0.38461538461538464,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,0.45841784989858014
0.0,AMP,0.0,AZI,0.003076923076923077,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,0.811217510259918
0.0,AMP,0.0,AZI,0.0,AZT,0.2,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,0.9754689754689756
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.06923076923076923,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.06480117820324
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.015384615384615385,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.2701949860724235
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.01076923076923077,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.2951541850220263
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.5384615384615384,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.2564491654021244
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,1.3846153846153846,SPE,0.0,TET,2-EC,EC,0.9863813229571984
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.07692307692307693,TET,2-EC,EC,1.0390977443609022
0.0,AMP,0.19230769230769232,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.007692307692307693,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,0.799721835883171
0.0,AMP,0.19230769230769232,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.005384615384615385,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0528375733855186
0.0,AMP,0.19230769230769232,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.2692307692307692,RIF,0.0,SPE,0.0,TET,2-EC,EC,0.8176670441676104
0.0,AMP,0.19230769230769232,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.6923076923076923,SPE,0.0,TET,2-EC,EC,0.6565656565656567
0.0,AMP,0.19230769230769232,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.038461538461538464,TET,2-EC,EC,0.9282758620689656
0.0,AMP,0.0,AZI,0.0015384615384615385,AZT,0.1,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,0.9160935350756535
0.0,AMP,0.0,AZI,0.0015384615384615385,AZT,0.0,CHL,0.03461538461538462,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.4331450094161957
0.0,AMP,0.0,AZI,0.0015384615384615385,AZT,0.0,CHL,0.0,IRG,0.007692307692307693,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,0.6297640653357531
0.0,AMP,0.0,AZI,0.0015384615384615385,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.005384615384615385,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,0.8005738880918222
0.0,AMP,0.0,AZI,0.0015384615384615385,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.2692307692307692,RIF,0.0,SPE,0.0,TET,2-EC,EC,0.8950437317784256
0.0,AMP,0.0,AZI,0.0015384615384615385,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.6923076923076923,SPE,0.0,TET,2-EC,EC,0.9688473520249221
0.0,AMP,0.0,AZI,0.0015384615384615385,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.038461538461538464,TET,2-EC,EC,1.021978021978022
0.6153846153846154,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,0.6557734204793028
0.0,AMP,0.38461538461538464,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,0.695729537366548
0.0,AMP,0.0,AZI,0.003076923076923077,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,0.8577981651376148
0.0,AMP,0.0,AZI,0.0,AZT,0.2,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.017515923566879
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.06923076923076923,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,0.8872282608695653
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.015384615384615385,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.4328859060402686
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.01076923076923077,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.0110957004160888
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.5384615384615384,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.4141732283464568
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,1.3846153846153846,SPE,0.0,TET,2-EC,EC,0.7145085803432137
0.0,AMP,0.0,AZI,0.0,AZT,0.0,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.07692307692307693,TET,2-EC,EC,0.8595505617977528
0.0,AMP,0.0,AZI,0.0,AZT,0.1,CHL,0.03461538461538462,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,0.8086053412462908
0.0,AMP,0.0,AZI,0.0,AZT,0.1,CHL,0.0,IRG,0.007692307692307693,MER,0.0,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,1.174757281553398
0.0,AMP,0.0,AZI,0.0,AZT,0.1,CHL,0.0,IRG,0.0,MER,0.005384615384615385,MOX,0.0,RIF,0.0,SPE,0.0,TET,2-EC,EC,0.9326647564469915
0.0,AMP,0.0,AZI,0.0,AZT,0.1,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.2692307692307692,RIF,0.0,SPE,0.0,TET,2-EC,EC,0.7343358395989974
0.0,AMP,0.0,AZI,0.0,AZT,0.1,CHL,0.0,IRG,0.0,MER,0.0,MOX,0.0,RIF,0.6923076923076923,SPE,0.0,TET,2-EC,EC,0.8390092879256966
