Folder,TITLE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,ANT_AVERAGE_C1_SAN,ANT_AVERAGE_C1_LOEWE,ANT_AVERAGE_C1_BLISS,ANT_AVERAGE_C1_HSA,QA
alvespimycinhydrochloride_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,alvespimycinhydrochloride,artesunate,0.05,0.75,0.00813347947250265,3.35072762583681,8.28936382269894,0.268579421001418,3.9152592151467,0,0,0.0027186162628706,0.00227300858325565,0.00207288884576464,-1
alvespimycinhydrochloride_halofantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,alvespimycinhydrochloride,halofantrine,0.025,0.375,0.000848330855501279,2.73661858266519,0,0.0651501114554833,3.93537727600283,3.78103978873834,0,0.000591973990691577,0.0012897888705017,0.00134846160721965,1
alvespimycinhydrochloride_halofantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,alvespimycinhydrochloride,halofantrine,0.025,0.375,0.00151857104409178,9.99999999999999,0.152403285018765,0.0367367435237432,4.28874505105094,0.726557554468132,0,0.000838521473109242,0.000882506507053816,0.000839355908566982,-3
alvespimycinhydrochloride_lumefantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,alvespimycinhydrochloride,lumefantrine,0.05,0.75,0.011687938521109,9.99999999999989,51.4525323812539,0.711176173354961,9.99999999999455,0,0,0.00232764158022631,0.00207972210008687,0.00204508118803779,-1
alvespimycinhydrochloride_lumefantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,alvespimycinhydrochloride,lumefantrine,0.05,0.75,0.0150561047797965,3.58343119622405,1.70840554080848,0.134572669446061,4.06916170419331,1.49225180752789,0,0.00479445058898851,0.00178531992480897,0.00153686042865989,1
alvespimycinhydrochloride_lumefantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,alvespimycinhydrochloride,lumefantrine,0.05,0.75,0.0128079787380374,9.99999999999997,9.16722517593464,0.334680851234785,2.9644896993756,0,0,0.00164261912155132,0.00110540127644644,0.0010872400869998,-1
alvespimycinhydrochloride_mefloquine_PLASMODIUM_FALCIPARUM_3D7,TestData,alvespimycinhydrochloride,mefloquine,0.25,0.75,0.122070491444764,9.99999999998921,36.5733541697838,0.0816377702149654,9.99999999999999,17.3460304168354,0,0.0146772223413963,0.0150093311309964,0.0142837232209357,-1
alvespimycinhydrochloride_mefloquine_PLASMODIUM_FALCIPARUM_DD2,TestData,alvespimycinhydrochloride,mefloquine,0.25,0.75,0.0426506101450684,2.49711202115214,0,0.154993834552883,2.75424031980004,0,0,0.00627775658646377,0.00288144146291079,0.00269090333322499,1
alvespimycinhydrochloride_mefloquine_PLASMODIUM_FALCIPARUM_HB3,TestData,alvespimycinhydrochloride,mefloquine,0.25,0.75,0.0306629906760345,4.12602399119162,8.98564303302924,0.204435461267623,3.0981415238095,0,0,0.00376578354331077,0.00305876864377642,0.00305537313629965,-1
alvespimycinhydrochloride_nvpbgt226_PLASMODIUM_FALCIPARUM_3D7,TestData,alvespimycinhydrochloride,nvpbgt226,0.01,0.75,0.00572381750818148,9.99999999999488,55.6998122825057,0.587102571165954,9.99999999999999,0,0,0.000496496696326213,0.000394757921513749,0.000393458343981716,-1
alvespimycinhydrochloride_nvpbgt226_PLASMODIUM_FALCIPARUM_DD2,TestData,alvespimycinhydrochloride,nvpbgt226,0.01,0.75,0.00204230328301872,5.57492927154057,15.6881715171183,0.162985719587011,3.32444132148571,0.478509393799409,0,0.00089595120673772,0.00079763446649501,0.000564987275466968,1
alvespimycinhydrochloride_nvpbgt226_PLASMODIUM_FALCIPARUM_HB3,TestData,alvespimycinhydrochloride,nvpbgt226,0.01,0.75,0.00152854743628122,5.63689386090405,5.65695304066313,0.339128359986277,10,0,0,0.000299928772317678,0.000247733005730273,0.000237218165252678,-1
alvespimycinhydrochloride_reserpine_PLASMODIUM_FALCIPARUM_3D7,TestData,alvespimycinhydrochloride,reserpine,7.5,0.75,3.05178551119525,9.9999999999995,85.549162663779,0.439706618909885,9.99999999999999,0,0,0.9174476016995,0.908829927026102,0.908829926984009,-1
alvespimycinhydrochloride_reserpine_PLASMODIUM_FALCIPARUM_DD2,TestData,alvespimycinhydrochloride,reserpine,7.5,0.75,2.3210544098754,5.24768953216167,0,0.18686587171551,3.31328179356812,0,0,0.467703552602591,0.246448794677405,0.245990448797216,1
alvespimycinhydrochloride_reserpine_PLASMODIUM_FALCIPARUM_HB3,TestData,alvespimycinhydrochloride,reserpine,7.5,0.75,0.973853269825244,9.99999999999997,8.90306966684811,0.227234927872528,3.40660024227903,0,0,0.333333238464494,0.281043902729931,0.269739722733333,-1
alvespimycinhydrochloride_tafenoquine_PLASMODIUM_FALCIPARUM_3D7,TestData,alvespimycinhydrochloride,tafenoquine,0.75,0.75,0.683347132702208,9.99999999999999,0,0.129579001773502,3.04936127807617,0.194421498147979,0,0.0154839487277109,0.0143489577941341,0.0143489451490981,-1
alvespimycinhydrochloride_tafenoquine_PLASMODIUM_FALCIPARUM_DD2,TestData,alvespimycinhydrochloride,tafenoquine,0.75,0.75,0.187842597249038,2.95711395309486,9.91862460528748,0.162117702488961,4.47975358611866,1.9734696058118,0,0.0523098911050705,0.03545869812882,0.0279279907935646,1
alvespimycinhydrochloride_tafenoquine_PLASMODIUM_FALCIPARUM_HB3,TestData,alvespimycinhydrochloride,tafenoquine,0.75,0.75,0.192859463802953,5.0810067437608,32.2996071119679,0.23196895290837,2.93146725181624,0,0,0.050829472694375,0.0502877871926169,0.0435064103777542,-1
amiodaronehydrochloride_ml238_PLASMODIUM_FALCIPARUM_3D7,TestData,amiodaronehydrochloride,ml238,0.05,10,0.00916553134163141,10,62.0496598165517,4.09501257380156,2.84806293726254,49.0025442683305,0,0.000717753217745142,0.000720224956512462,0.000720223656730131,-1
amiodaronehydrochloride_ml238_PLASMODIUM_FALCIPARUM_DD2,TestData,amiodaronehydrochloride,ml238,0.05,10,0.0167641376104401,2.02699397408111,16.3394121944927,6.67926068421337,9.99999999999923,21.0234671914068,0,0.00168346131200155,0.000927426383882226,0.000927609853854038,1
amiodaronehydrochloride_ml238_PLASMODIUM_FALCIPARUM_HB3,TestData,amiodaronehydrochloride,ml238,0.05,10,0.00561082274762297,1.76676289716567,20.5088022601857,8.03737431666666,2.99813953150141,0,0,0.001953121331687,0.00161766672392875,0.0017252706389543,1
amodiaquine_artemether_PLASMODIUM_FALCIPARUM_3D7,TestData,amodiaquine,artemether,0.05,0.25,0.01226103049642,9.9999999999999,37.6580701523195,0.0663973113202314,1.20297697464471,0,0,0.00039967240604297,0.000400592157865742,0.000398401630166233,-1
amodiaquine_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,amodiaquine,artemether,0.05,0.25,0.0265508143659779,6.6184090444001,0,0.0242500675671943,10,1.23317750839502,0,0.0043334227868969,0.00102206930072427,0.00101451561539409,-3
amodiaquine_artemether_PLASMODIUM_FALCIPARUM_HB3,TestData,amodiaquine,artemether,0.05,0.25,0.020163724339982,4.52203780840556,5.6985780382484,0.0157936687262871,10,5.93360031051506,0,0.00297324119386924,0.00137200340174568,0.00100033961843518,-1
amodiaquine_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,amodiaquine,artenimol,0.0125,0.125,0.000768898831742167,3.00989135363279,1.28989748447204,0.00849317180268798,9.99999999999998,0.0779914013326666,0,0.000355013707147596,0.000331037347089987,0.000288827901742652,1
amodiaquine_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,amodiaquine,artenimol,0.025,0.25,0.00263138557877809,4.79130934968476,0.844430241147326,0.196095989297283,10,0,0,0.00132639000174542,0.00102825074857461,0.000951279367470495,-3
amodiaquine_artenimol_PLASMODIUM_FALCIPARUM_HB3,TestData,amodiaquine,artenimol,0.025,0.25,0.00282003496178131,2.94243839306933,6.31554838226856,0.115982615221691,4.53535106145476,7.31218163284053,0,0.000965863926132084,0.000881942695684277,0.00067883965230959,-1
amodiaquine_artesunate_PLASMODIUM_FALCIPARUM_3D7,TestData,amodiaquine,artesunate,0.05,0.25,0.00903122133980907,10,50.1118360252118,0.0358873307698937,9.52142808807607,0,0,0.00129688974849533,0.00129653697416381,0.0012962113676337,-1
amodiaquine_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,amodiaquine,artesunate,0.05,0.25,0.0137714970429377,6.57720246006599,2.3960469893153,0.187920387393797,10,0,0,0.00744284561469626,0.00682702950750112,0.00676056859728547,-3
amodiaquine_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,amodiaquine,artesunate,0.05,0.25,0.00830214022931213,5.13622286548965,7.51619730830661,0.106337160021643,6.64772259374538,0,0,0.00486136639088569,0.00483965536030035,0.00472663445118465,-1
amodiaquine_methyleneblue_PLASMODIUM_FALCIPARUM_3D7,TestData,amodiaquine,methyleneblue,0.075,0.25,0.00978589151780206,3.5478438080977,28.9282613968342,0.103529558487151,3.97220532931281,24.6756700027673,0,0.000323348233063556,0.000322614160745269,0.000319810189465368,-1
amodiaquine_methyleneblue_PLASMODIUM_FALCIPARUM_DD2,TestData,amodiaquine,methyleneblue,0.075,0.25,0.0212735488141842,3.85785477683531,0.729304831998767,0.18359685329077,9.99999999999838,1.23437170811157,0,0.00750382300826713,0.00412481172450935,0.00401466038688616,-3
amodiaquine_methyleneblue_PLASMODIUM_FALCIPARUM_HB3,TestData,amodiaquine,methyleneblue,0.075,0.25,0.0156111156965946,5.61881760862745,8.80291689963435,0.110919088818529,10,2.13337052703292,0,0.00350444752074025,0.00238510245776006,0.00226623601000663,-1
atovaquone_halofantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,atovaquone,halofantrine,0.025,0.0125,0.000609056313891009,2.48624135573143,0,0.000447788334380586,1.44380668204961,5.01568385514279,0,0.000588535835791863,0.000938341914690331,0.00144221355454533,1
atovaquone_halofantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,atovaquone,halofantrine,0.025,0.0125,0.000772885980672852,3.17128437611375,0,0.00187155838416355,1.4627088848442,0,0,0.000598035775253011,0.000824300486379884,0.000765480242885906,1
atovaquone_halofantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,atovaquone,halofantrine,0.025,0.0125,0.00126118568358596,4.19748353241374,0,0.00109945861371825,1.92834344928183,4.68497408909698,0,0.000882157838315328,0.0011386013017713,0.00108796035372518,1
atovaquone_lumefantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,atovaquone,lumefantrine,0.05,0.025,1,0,100,0.00359806787863078,1.22341221593884,0,0,0.012258057070714,0.012258057070714,0.012258057070714,-1
atovaquone_lumefantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,atovaquone,lumefantrine,0.05,0.025,0.00891712550787021,2.6656057963833,0,0.00450601118142031,1.53768175251851,1.08075427665453,0,0.00361905005305321,0.00398869978366864,0.00227513024054971,1
atovaquone_lumefantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,atovaquone,lumefantrine,0.05,0.025,0.0152949502228371,9.99999999999991,21.2132215847629,0.0010686223311194,9.22598563027099,11.5779355319551,0,0.0012781935047984,0.00120641344525624,0.00114053405425525,-1
azelnidipine_artemether_PLASMODIUM_FALCIPARUM_3D7,TestData,azelnidipine,artemether,0.025,5,0.00501431016131401,2.37039669003402,0,0.606265470945821,1.11128501693088,0,0,0.000876990139477112,0.000841668100907513,0.000529187764068935,1
azelnidipine_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,azelnidipine,artemether,0.025,5,0.00602136232010545,2.52883895624134,0,1.49684813555783,1.01777647855465,0,0,0.000610325757075475,0.000503651426564553,0.000391932178138762,1
azelnidipine_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,azelnidipine,artenimol,0.0125,5,0.000893035300073031,2.09643856929547,0,0.863333151730651,1.4402128225899,0,0,0.000222390514247399,0.0002040018231376,0.000121705870185923,1
azelnidipine_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,azelnidipine,artenimol,0.0125,5,0.00080529374849474,1.92973445345981,0,1.42223669347814,0.662060911403275,0,0,0.000239726858573853,0.000281038335910453,0.000216907724790631,1
azelnidipine_artenimol_PLASMODIUM_FALCIPARUM_HB3,TestData,azelnidipine,artenimol,0.0125,5,0.000978619058198772,3.55723005339625,0,2.79122143597776,2.66326967340115,0,0,0.000406412787364021,0.000339713220106001,0.000327567329336941,1
azelnidipine_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,azelnidipine,artesunate,0.025,5,0.00313890982982477,9.9999999999998,1.85183945236865,1.32809407477533,1.20447542765883,0,0,0.00100862641617396,0.00088875466682715,0.000785843656098034,1
azelnidipine_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,azelnidipine,artesunate,0.025,5,0.00306628420561665,10,1.8516231405508,1.95577205581912,1.95604383786572,0,0,0.0007486977686653,0.000567853958222098,0.000536620460835416,1
azelnidipine_halofantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,azelnidipine,halofantrine,0.025,5,0.000598989368818404,2.48650684817496,0,1.35784234477254,2.80746497259239,5.89924385031317,0,0.000573208610083729,0.00152163021551358,0.00149809241339705,1
azelnidipine_halofantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,azelnidipine,halofantrine,0.025,5,0.000732891152487054,2.2653217521935,0,2.40644683786954,1.445765171137,0,0,0.000973883434141388,0.004355741357529,0.00488271563224026,1
azelnidipine_halofantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,azelnidipine,halofantrine,0.025,5,0.00129538248210401,6.57025809015479,1.19195999744521,2.02637756960315,5.18450163945046,16.3242854152545,0,0.0005300636134316,0.000491443403688762,0.00048468848472645,-3
azelnidipine_lumefantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,azelnidipine,lumefantrine,0.025,5,0.00404884382828582,1.84678726073327,0,1.29464122996413,1.92188659908795,0,0,0.0011754434242445,0.00101334792270103,0.000718727401972803,1
azelnidipine_lumefantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,azelnidipine,lumefantrine,0.025,5,0.00486768251546652,2.42972904654982,0,2.55123730501974,2.31112912047018,0,0,0.000575311063811361,0.000318292266680843,0.000301066882390219,1
azelnidipine_lumefantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,azelnidipine,lumefantrine,0.025,5,0.00970415756406153,2.83776017114498,0,3.10361379539021,2.69451469518281,0,0,0.00174035084015603,0.00115394689825018,0.0011320528051919,1
azithromycin_chloroquine_PLASMODIUM_FALCIPARUM_3D7,TestData,azithromycin,chloroquine,0.375,5,0.0280036347797922,8.80688732818544,0.433039818890368,0.399981079408531,2.18710023951418,46.7300423976629,0,0.0109512006129188,0.00903408621852284,0.00827972759921613,1
azithromycin_chloroquine_PLASMODIUM_FALCIPARUM_DD2,TestData,azithromycin,chloroquine,0.5,10,0.499664740092938,9.99999999999997,0,0.757127027451091,3.68351717961408,51.1581891170225,0,0.0266089987250277,0.0202037193393678,0.0201913472241458,1
azithromycin_chloroquine_PLASMODIUM_FALCIPARUM_HB3,TestData,azithromycin,chloroquine,0.5,10,0.0246867884485644,2.5489086586089,5.25982007256005,0.65555705442909,9.99999999999994,57.516116038026,0,0.0109437181514827,0.0153485268313216,0.0117224187837719,-1
azithromycin_halofantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,azithromycin,halofantrine,0.025,5,0.000473661964457972,3.5455639191068,0.309202918220786,0.269185621140965,4.32162242989402,54.568588678242,0,0.000553258659373616,0.000736551788788055,0.000801297830038202,1
azithromycin_halofantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,azithromycin,halofantrine,0.025,5,0.000601517681483253,1.97671693674659,0,0.315106852072361,3.60620100216137,44.9413250569909,0,0.000516428546640262,0.000675893896041888,0.000711490259445029,1
azithromycin_halofantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,azithromycin,halofantrine,0.025,5,0.00106948675455481,6.19609596165321,1.04227681702004,0.397893639150648,1.95211743837232,55.6042328163848,0,0.000855694227021423,0.00104846883963321,0.00104004502930214,1
azithromycin_lumefantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,azithromycin,lumefantrine,0.025,5,0.00614829656424241,3.48186506883449,1.51098561364225,0.270469371954384,3.00547537202522,49.1399343306588,0,0.000441393966935416,0.000448924402121808,0.000355486367659636,1
azithromycin_lumefantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,azithromycin,lumefantrine,0.025,5,0.00541592199930039,1.70797846544318,0,0.293073578349714,1.03071864498337,26.7910204760025,0,0.000584295549004124,0.00102091025264486,0.00038054907477754,1
azithromycin_lumefantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,azithromycin,lumefantrine,0.025,5,0.00571794329324004,2.35263416175591,0,0.327959084350094,1.24863090556641,51.4368369609758,0,0.00201488515554842,0.00264920156137963,0.00223696414959069,1
benzamil_piperaquine_PLASMODIUM_FALCIPARUM_3D7,TestData,benzamil,piperaquine,0.375,2.5,0.0116284949446629,3.25699689944301,0,0.785206176709391,10,0,0,0.00418609976449035,0.00489337757302225,0.00476111901644943,1
bix01294_amodiaquine_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,amodiaquine,0.125,0.25,0.00935410096910683,9.99999999999958,0.376261376143877,0.0175254488947679,10,0.449085754828743,0,0.00137049144075627,0.00182866539711985,0.00149170410012668,1
bix01294_amodiaquine_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,amodiaquine,0.25,0.5,0.158566249245945,9.99999999999986,4.14435657334524,0.0812151172601527,7.26660047524807,2.03697447468304,0,0.0262496905923274,0.0130694144282763,0.010690096377471,1
bix01294_amodiaquine_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,amodiaquine,0.25,0.5,0.0991700586847293,9.99999999999999,7.91085047724134,0.016964503451068,4.34518214747897,14.1290074524975,0,0.00598414439325493,0.005255939237388,0.00463932673792042,-1
bix01294_artemether_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,artemether,0.05,0.5,0.0100675902038431,10,28.2135154435607,0.0216352650036726,10,31.0683207089016,0,0.00277996130018747,0.00338624148193225,0.00255552355796454,-1
bix01294_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,artemether,0.05,0.5,0.0154167311919733,10,0,0.0770505658921457,7.09707844296412,2.20736533209047,0,0.00455987958282297,0.00108166298625894,0.00104725845472425,1
bix01294_artemether_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,artemether,0.05,0.5,0.0143392379584137,9.99999999999998,9.81404607070885,0.052709721104396,9.99999999999999,8.55044272017643,0,0.00175123436943186,0.00134575291470847,0.00114087446470049,-1
bix01294_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,artenimol,0.0125,0.25,0.000551928537229741,2.61672014118363,1.10225755574459,0.0140537276327946,4.36027765732921,0,0,0.000326414625083901,0.000481556564584694,0.000472357684512288,-1
bix01294_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,artenimol,0.025,0.5,0.00224548036655082,4.00593921482665,1.24149173284634,0.0753258360643255,7.34444761649174,2.03404200277684,0,0.00101667678790958,0.000936913365498014,0.000837859023889293,1
bix01294_artenimol_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,artenimol,0.025,0.5,0.00341209760094303,4.00227006723105,17.0285525302599,0.0286965623947404,5.91085419453709,5.59755990263368,0,0.000495585053947434,0.00058965995536461,0.000412320144273917,-1
bix01294_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,artesunate,0.05,0.5,0.0137955133039108,6.20539413187237,0.933458825846761,0.0778350906895217,7.04487990064296,1.81011452866683,0,0.00474283522724369,0.00176219271023506,0.00122326178293383,1
bix01294_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,artesunate,0.05,0.5,0.0104502336533899,9.99999999999981,8.1547999010146,0.0309958763682307,9.99999999999704,12.5932452358418,0,0.00243412730951974,0.00242487171645093,0.00174088648490669,-1
bix01294_chloroquine_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,chloroquine,0.5,0.5,0.0136875791700127,9.99999999999999,37.7353412917292,0.0189454635022459,10,37.0264698043096,0,0.0313160972132295,0.0314555212537723,0.0313423363756482,-1
bix01294_chloroquine_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,chloroquine,0.5,0.5,0.314030901677572,6.66529570391345,0,0.0892577940836222,9.29562156891268,2.19335341620526,0,0.0543442500573089,0.0283643073288097,0.0271092915043005,1
bix01294_chloroquine_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,chloroquine,0.5,0.5,0.0228762537884575,7.30565559419062,0.632931147572857,0.0467416811952842,7.12226623398647,1.36849556182901,0,0.00931508165340865,0.00968610478364874,0.00771992321942187,1
bix01294_halofantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,halofantrine,0.025,0.25,0.000599239998020355,2.59959875547292,1.15633153473581,0.0165600754659663,4.900298468764,0.111135220940223,0,0.000487774627150777,0.000785738157096297,0.000757001905339825,1
bix01294_kn62_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,kn62,2.5,0.25,0.478107996661626,2.77765258234782,0.661065017309637,0.0154702352862214,4.35635248961936,0,0,0.287365272956854,0.310815833737,0.301239777189559,1
bix01294_kn62_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,kn62,5,0.5,1.45017738912748,1.8182693178096,0,0.0774316807705019,7.77716692632053,1.64558059708473,0,0.751061446095851,1.08501980795677,1.00539160366805,1
bix01294_kn62_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,kn62,5,0.5,1.00961233282621,5.58138719097403,13.3816701969927,0.0341477948444663,9.99999999999983,24.7642186892257,0,0.230297099623248,0.281431632105188,0.194036685297113,-1
bix01294_lumefantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,lumefantrine,0.025,0.25,0.00266706899851446,2.62997594754095,0,0.0108238691025708,4.83625764061765,0,0,0.000776278104217889,0.000546609584612951,0.000444714163827769,1
bix01294_lumefantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,lumefantrine,0.05,0.5,0.0103282673868863,2.55987618045421,0,0.0791632884693446,7.00312516613101,1.46583373629698,0,0.00488948168128276,0.00685796625181978,0.00566897458798046,1
bix01294_lumefantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,lumefantrine,0.05,0.5,0.00970687911698613,1.10098175201142,0,0.0297165817455891,10,11.3612737942706,0,0.00177825852444068,0.00192126289752742,0.0015557982489715,-1
bix01294_mefloquine_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,mefloquine,0.125,0.25,0.0090020320826493,1.75681742631945,0,0.0137472544247281,5.9161572696208,0,0,0.00405574879133607,0.00705360797909691,0.00574138138841528,1
bix01294_mefloquine_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,mefloquine,0.25,0.5,0.0319948500897724,2.57639774341536,0,0.0765367133663267,7.68163901638203,1.81596288473747,0,0.00974076583731039,0.011431262825929,0.00866748424515977,1
bix01294_mefloquine_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,mefloquine,0.25,0.5,0.0161544652159222,3.25769395591472,15.608529758792,0.0240188601274346,6.88203894215953,3.34808941209523,0,0.00450180685873488,0.00465185712445838,0.00389290406826228,-1
bix01294_methyleneblue_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,methyleneblue,0.075,0.5,0.0102152385141478,9.99999999999907,45.2676694818637,1,0,100,0,0.00119990631289639,0.00119990631289639,0.00119990631289639,-1
bix01294_methyleneblue_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,methyleneblue,0.075,0.5,0.0203146502021028,4.28732101489124,0.967770574905152,0.0816146179247505,7.55374126398282,1.24242317142938,0,0.00505524288457435,0.00184840886814541,0.00128658800044024,1
bix01294_methyleneblue_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,methyleneblue,0.075,0.5,0.0146439457611192,9.99999999999999,16.5814904429706,0.0288843572616664,4.02899320889039,7.79381425588597,0,0.00303905592046936,0.00398904408460027,0.00250429337725414,-1
bix01294_nanchangmycin_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,nanchangmycin,0.005,0.25,0.00034901751553411,2.41218338785038,0,0.0153173463005874,3.99740810352398,0,0,0.000166085196446247,0.00018106370414355,0.000145325854652944,1
