Folder,TITLE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,ANT_SPREAD_SAN,ANT_SPREAD_LOEWE,ANT_SPREAD_BLISS,ANT_SPREAD_HSA,QA
alvespimycinhydrochloride_lumefantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,alvespimycinhydrochloride,lumefantrine,0.05,0.75,0.0128079787380374,9.99999999999997,9.16722517593464,0.334680851234785,2.9644896993756,0,0,1.01866335171096,0.914120496198494,0.911919490376701,-1
alvespimycinhydrochloride_mefloquine_PLASMODIUM_FALCIPARUM_3D7,TestData,alvespimycinhydrochloride,mefloquine,0.25,0.75,0.122070491444764,9.99999999998921,36.5733541697838,0.0816377702149654,9.99999999999999,17.3460304168354,0,0.761827729172762,0.763891992612649,0.756205903833143,-1
alvespimycinhydrochloride_mefloquine_PLASMODIUM_FALCIPARUM_DD2,TestData,alvespimycinhydrochloride,mefloquine,0.25,0.75,0.0426506101450684,2.49711202115214,0,0.154993834552883,2.75424031980004,0,0,0.975004713284671,0.730279103959585,0.717531796674468,1
alvespimycinhydrochloride_mefloquine_PLASMODIUM_FALCIPARUM_HB3,TestData,alvespimycinhydrochloride,mefloquine,0.25,0.75,0.0306629906760345,4.12602399119162,8.98564303302924,0.204435461267623,3.0981415238095,0,0,0.866765924856563,0.771556130591235,0.771154163402985,-1
alvespimycinhydrochloride_nvpbgt226_PLASMODIUM_FALCIPARUM_3D7,TestData,alvespimycinhydrochloride,nvpbgt226,0.01,0.75,0.00572381750818148,9.99999999999488,55.6998122825057,0.587102571165954,9.99999999999999,0,0,0.900282384222532,0.904671452804723,0.904149557239455,-1
alvespimycinhydrochloride_nvpbgt226_PLASMODIUM_FALCIPARUM_DD2,TestData,alvespimycinhydrochloride,nvpbgt226,0.01,0.75,0.00204230328301872,5.57492927154057,15.6881715171183,0.162985719587011,3.32444132148571,0.478509393799409,0,0.802719450354216,0.703899291611392,0.637075519909899,1
alvespimycinhydrochloride_nvpbgt226_PLASMODIUM_FALCIPARUM_HB3,TestData,alvespimycinhydrochloride,nvpbgt226,0.01,0.75,0.00152854743628122,5.63689386090405,5.65695304066313,0.339128359986277,10,0,0,1.13340201275966,1.08643411945284,1.07773656925383,-1
alvespimycinhydrochloride_reserpine_PLASMODIUM_FALCIPARUM_3D7,TestData,alvespimycinhydrochloride,reserpine,7.5,0.75,3.05178551119525,9.9999999999995,85.549162663779,0.439706618909885,9.99999999999999,0,0,0.303185585243319,0.303675877802654,0.303675877806651,-1
alvespimycinhydrochloride_reserpine_PLASMODIUM_FALCIPARUM_DD2,TestData,alvespimycinhydrochloride,reserpine,7.5,0.75,2.3210544098754,5.24768953216167,0,0.18686587171551,3.31328179356812,0,0,0.880574280429691,0.834823054127778,0.834407148937162,1
alvespimycinhydrochloride_reserpine_PLASMODIUM_FALCIPARUM_HB3,TestData,alvespimycinhydrochloride,reserpine,7.5,0.75,0.973853269825244,9.99999999999997,8.90306966684811,0.227234927872528,3.40660024227903,0,0,1.27034146250065,1.23360043819446,1.21457121557872,-1
alvespimycinhydrochloride_tafenoquine_PLASMODIUM_FALCIPARUM_3D7,TestData,alvespimycinhydrochloride,tafenoquine,0.75,0.75,0.683347132702208,9.99999999999999,0,0.129579001773502,3.04936127807617,0.194421498147979,0,0.744107928896376,0.730775669346129,0.730775560089573,-1
alvespimycinhydrochloride_tafenoquine_PLASMODIUM_FALCIPARUM_DD2,TestData,alvespimycinhydrochloride,tafenoquine,0.75,0.75,0.187842597249038,2.95711395309486,9.91862460528748,0.162117702488961,4.47975358611866,1.9734696058118,0,1.05722384120367,1.01227855782061,1.06458031256424,1
alvespimycinhydrochloride_tafenoquine_PLASMODIUM_FALCIPARUM_HB3,TestData,alvespimycinhydrochloride,tafenoquine,0.75,0.75,0.192859463802953,5.0810067437608,32.2996071119679,0.23196895290837,2.93146725181624,0,0,0.558558428477069,0.505188944244266,0.499701090893012,-1
amiodaronehydrochloride_ml238_PLASMODIUM_FALCIPARUM_3D7,TestData,amiodaronehydrochloride,ml238,0.05,10,0.00916553134163141,10,62.0496598165517,4.09501257380156,2.84806293726254,49.0025442683305,0,0.0115670952708835,0.0114152215383276,0.0114152168981549,-1
amiodaronehydrochloride_ml238_PLASMODIUM_FALCIPARUM_DD2,TestData,amiodaronehydrochloride,ml238,0.05,10,0.0167641376104401,2.02699397408111,16.3394121944927,6.67926068421337,9.99999999999923,21.0234671914068,0,1.15331913846833,0.981249909943475,0.981070271707757,1
amiodaronehydrochloride_ml238_PLASMODIUM_FALCIPARUM_HB3,TestData,amiodaronehydrochloride,ml238,0.05,10,0.00561082274762297,1.76676289716567,20.5088022601857,8.03737431666666,2.99813953150141,0,0,0.491634564731295,0.374309611629668,0.366044556311322,1
amodiaquine_artemether_PLASMODIUM_FALCIPARUM_3D7,TestData,amodiaquine,artemether,0.05,0.25,0.01226103049642,9.9999999999999,37.6580701523195,0.0663973113202314,1.20297697464471,0,0,0.302943125435008,0.302973081353485,0.302768865138308,-1
amodiaquine_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,amodiaquine,artemether,0.05,0.25,0.0265508143659779,6.6184090444001,0,0.0242500675671943,10,1.23317750839502,0,0.508250138134603,0.682615582679389,0.681961926021108,-3
amodiaquine_artemether_PLASMODIUM_FALCIPARUM_HB3,TestData,amodiaquine,artemether,0.05,0.25,0.020163724339982,4.52203780840556,5.6985780382484,0.0157936687262871,10,5.93360031051506,0,0.957309184832954,0.81514295205003,0.775160670445375,-1
amodiaquine_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,amodiaquine,artenimol,0.0125,0.125,0.000768898831742167,3.00989135363279,1.28989748447204,0.00849317180268798,9.99999999999998,0.0779914013326666,0,0.899806618128435,0.952561906168798,0.880478075715298,1
amodiaquine_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,amodiaquine,artenimol,0.025,0.25,0.00263138557877809,4.79130934968476,0.844430241147326,0.196095989297283,10,0,0,0.582959473002253,0.723107485875508,0.699975747354921,-3
amodiaquine_artenimol_PLASMODIUM_FALCIPARUM_HB3,TestData,amodiaquine,artenimol,0.025,0.25,0.00282003496178131,2.94243839306933,6.31554838226856,0.115982615221691,4.53535106145476,7.31218163284053,0,1.03104967707062,1.10745987381487,1.10725863904433,-1
amodiaquine_artesunate_PLASMODIUM_FALCIPARUM_3D7,TestData,amodiaquine,artesunate,0.05,0.25,0.00903122133980907,10,50.1118360252118,0.0358873307698937,9.52142808807607,0,0,0.365173904142863,0.365028092905894,0.365007492827342,-1
amodiaquine_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,amodiaquine,artesunate,0.05,0.25,0.0137714970429377,6.57720246006599,2.3960469893153,0.187920387393797,10,0,0,0.861908282404235,1.00386909756352,0.999117797166097,-3
amodiaquine_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,amodiaquine,artesunate,0.05,0.25,0.00830214022931213,5.13622286548965,7.51619730830661,0.106337160021643,6.64772259374538,0,0,1.00195020005947,0.918560333095019,0.907132471074413,-1
amodiaquine_methyleneblue_PLASMODIUM_FALCIPARUM_3D7,TestData,amodiaquine,methyleneblue,0.075,0.25,0.00978589151780206,3.5478438080977,28.9282613968342,0.103529558487151,3.97220532931281,24.6756700027673,0,0.216651206595884,0.216471076804519,0.21624307036298,-1
amodiaquine_methyleneblue_PLASMODIUM_FALCIPARUM_DD2,TestData,amodiaquine,methyleneblue,0.075,0.25,0.0212735488141842,3.85785477683531,0.729304831998767,0.18359685329077,9.99999999999838,1.23437170811157,0,0.821413170658272,0.92325607646202,0.916720701102298,-3
amodiaquine_methyleneblue_PLASMODIUM_FALCIPARUM_HB3,TestData,amodiaquine,methyleneblue,0.075,0.25,0.0156111156965946,5.61881760862745,8.80291689963435,0.110919088818529,10,2.13337052703292,0,0.848340336599131,0.993115895319277,0.98452296882877,-1
atovaquone_halofantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,atovaquone,halofantrine,0.025,0.0125,0.000609056313891009,2.48624135573143,0,0.000447788334380586,1.44380668204961,5.01568385514279,0,0.667512082962177,0.631720524281731,0.443402960315365,1
atovaquone_halofantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,atovaquone,halofantrine,0.025,0.0125,0.000772885980672852,3.17128437611375,0,0.00187155838416355,1.4627088848442,0,0,0.939067378595198,0.861564030293485,0.658263057174149,1
atovaquone_halofantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,atovaquone,halofantrine,0.025,0.0125,0.00126118568358596,4.19748353241374,0,0.00109945861371825,1.92834344928183,4.68497408909698,0,0.947118712438327,0.792195780408344,0.723387061299233,1
atovaquone_lumefantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,atovaquone,lumefantrine,0.05,0.025,1,0,100,0.00359806787863078,1.22341221593884,0,0,0.302360368391242,0.302360368391242,0.302360368391242,-1
atovaquone_lumefantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,atovaquone,lumefantrine,0.05,0.025,0.00891712550787021,2.6656057963833,0,0.00450601118142031,1.53768175251851,1.08075427665453,0,1.20448658540499,1.13596220169902,0.953142994951968,1
atovaquone_lumefantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,atovaquone,lumefantrine,0.05,0.025,0.0152949502228371,9.99999999999991,21.2132215847629,0.0010686223311194,9.22598563027099,11.5779355319551,0,0.892030823541912,0.873460493824898,0.865555207839851,-1
azelnidipine_artemether_PLASMODIUM_FALCIPARUM_3D7,TestData,azelnidipine,artemether,0.025,5,0.00501431016131401,2.37039669003402,0,0.606265470945821,1.11128501693088,0,0,1.28563085994942,1.20453363234964,1.04702156669504,1
azelnidipine_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,azelnidipine,artemether,0.025,5,0.00602136232010545,2.52883895624134,0,1.49684813555783,1.01777647855465,0,0,0.965089236761919,0.870288099940791,0.809276145720673,1
azelnidipine_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,azelnidipine,artenimol,0.0125,5,0.000893035300073031,2.09643856929547,0,0.863333151730651,1.4402128225899,0,0,0.95511495053075,0.946734574944056,0.754845041108134,1
azelnidipine_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,azelnidipine,artenimol,0.0125,5,0.00080529374849474,1.92973445345981,0,1.42223669347814,0.662060911403275,0,0,0.98176877239358,1.0455375872474,0.874690112971554,1
azelnidipine_artenimol_PLASMODIUM_FALCIPARUM_HB3,TestData,azelnidipine,artenimol,0.0125,5,0.000978619058198772,3.55723005339625,0,2.79122143597776,2.66326967340115,0,0,0.925377798868289,0.955818367605325,0.933412128833737,1
azelnidipine_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,azelnidipine,artesunate,0.025,5,0.00313890982982477,9.9999999999998,1.85183945236865,1.32809407477533,1.20447542765883,0,0,1.13521073419726,1.06040387063445,1.04314018236197,1
azelnidipine_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,azelnidipine,artesunate,0.025,5,0.00306628420561665,10,1.8516231405508,1.95577205581912,1.95604383786572,0,0,0.911848227514586,0.867561074292547,0.856102343052013,1
azelnidipine_halofantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,azelnidipine,halofantrine,0.025,5,0.000598989368818404,2.48650684817496,0,1.35784234477254,2.80746497259239,5.89924385031317,0,0.790667046776128,0.533330973167321,0.517459886553489,1
azelnidipine_halofantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,azelnidipine,halofantrine,0.025,5,0.000732891152487054,2.2653217521935,0,2.40644683786954,1.445765171137,0,0,0.30797621822075,0.233938640670689,0.217347291219354,1
azelnidipine_halofantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,azelnidipine,halofantrine,0.025,5,0.00129538248210401,6.57025809015479,1.19195999744521,2.02637756960315,5.18450163945046,16.3242854152545,0,0.874637509780763,0.740770786011873,0.737288315167578,-3
azelnidipine_lumefantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,azelnidipine,lumefantrine,0.025,5,0.00404884382828582,1.84678726073327,0,1.29464122996413,1.92188659908795,0,0,1.0206311105326,0.990672148944031,0.951278863431742,1
azelnidipine_lumefantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,azelnidipine,lumefantrine,0.025,5,0.00486768251546652,2.42972904654982,0,2.55123730501974,2.31112912047018,0,0,0.642888958273099,0.451975633378792,0.440279523492954,1
azelnidipine_lumefantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,azelnidipine,lumefantrine,0.025,5,0.00970415756406153,2.83776017114498,0,3.10361379539021,2.69451469518281,0,0,1.02237887350907,0.960218421436439,0.949478602922924,1
azithromycin_chloroquine_PLASMODIUM_FALCIPARUM_3D7,TestData,azithromycin,chloroquine,0.375,5,0.0280036347797922,8.80688732818544,0.433039818890368,0.399981079408531,2.18710023951418,46.7300423976629,0,0.819853328777272,0.794887114560885,0.774623645623031,1
azithromycin_chloroquine_PLASMODIUM_FALCIPARUM_DD2,TestData,azithromycin,chloroquine,0.5,10,0.499664740092938,9.99999999999997,0,0.757127027451091,3.68351717961408,51.1581891170225,0,1.34976211961259,1.3057693692562,1.30561023652343,1
azithromycin_chloroquine_PLASMODIUM_FALCIPARUM_HB3,TestData,azithromycin,chloroquine,0.5,10,0.0246867884485644,2.5489086586089,5.25982007256005,0.65555705442909,9.99999999999994,57.516116038026,0,1.0271900699297,1.11401194315626,0.920593601005715,-1
azithromycin_halofantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,azithromycin,halofantrine,0.025,5,0.000473661964457972,3.5455639191068,0.309202918220786,0.269185621140965,4.32162242989402,54.568588678242,0,0.971400370131056,0.937138989332503,0.813106386384758,1
azithromycin_halofantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,azithromycin,halofantrine,0.025,5,0.000601517681483253,1.97671693674659,0,0.315106852072361,3.60620100216137,44.9413250569909,0,0.849874647869115,0.873991164276157,0.706954893878234,1
azithromycin_halofantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,azithromycin,halofantrine,0.025,5,0.00106948675455481,6.19609596165321,1.04227681702004,0.397893639150648,1.95211743837232,55.6042328163848,0,0.844000482156794,0.746584095513684,0.710811439805142,1
azithromycin_lumefantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,azithromycin,lumefantrine,0.025,5,0.00614829656424241,3.48186506883449,1.51098561364225,0.270469371954384,3.00547537202522,49.1399343306588,0,0.745095824128496,0.691425150172687,0.66692687894359,1
azithromycin_lumefantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,azithromycin,lumefantrine,0.025,5,0.00541592199930039,1.70797846544318,0,0.293073578349714,1.03071864498337,26.7910204760025,0,0.91381412457812,1.03663990381239,0.7746832217846,1
azithromycin_lumefantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,azithromycin,lumefantrine,0.025,5,0.00571794329324004,2.35263416175591,0,0.327959084350094,1.24863090556641,51.4368369609758,0,0.911603145942241,0.911469267812435,0.831477158017592,1
benzamil_piperaquine_PLASMODIUM_FALCIPARUM_3D7,TestData,benzamil,piperaquine,0.375,2.5,0.0116284949446629,3.25699689944301,0,0.785206176709391,10,0,0,0.676966424753758,0.665050516414911,0.658254827999175,1
bix01294_amodiaquine_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,amodiaquine,0.125,0.25,0.00935410096910683,9.99999999999958,0.376261376143877,0.0175254488947679,10,0.449085754828743,0,0.600198335974938,0.583109506667675,0.563980529522236,1
bix01294_amodiaquine_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,amodiaquine,0.25,0.5,0.158566249245945,9.99999999999986,4.14435657334524,0.0812151172601527,7.26660047524807,2.03697447468304,0,0.627475588521978,0.827010750390811,0.972666781410686,1
bix01294_amodiaquine_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,amodiaquine,0.25,0.5,0.0991700586847293,9.99999999999999,7.91085047724134,0.016964503451068,4.34518214747897,14.1290074524975,0,0.823888469887985,0.764963044761231,0.751282415273314,-1
bix01294_artemether_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,artemether,0.05,0.5,0.0100675902038431,10,28.2135154435607,0.0216352650036726,10,31.0683207089016,0,1.09563697439424,1.12351499939711,1.04361455459204,-1
bix01294_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,artemether,0.05,0.5,0.0154167311919733,10,0,0.0770505658921457,7.09707844296412,2.20736533209047,0,0.692139789900369,0.70828087492526,0.704659804564074,1
bix01294_artemether_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,artemether,0.05,0.5,0.0143392379584137,9.99999999999998,9.81404607070885,0.052709721104396,9.99999999999999,8.55044272017643,0,0.686363624090098,0.633623889701699,0.617091226809985,-1
bix01294_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,artenimol,0.0125,0.25,0.000551928537229741,2.61672014118363,1.10225755574459,0.0140537276327946,4.36027765732921,0,0,0.749305757582302,0.410012411796437,0.384501171254458,-1
bix01294_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,artenimol,0.025,0.5,0.00224548036655082,4.00593921482665,1.24149173284634,0.0753258360643255,7.34444761649174,2.03404200277684,0,0.817474411083,0.91685582023574,0.872063366945237,1
bix01294_artenimol_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,artenimol,0.025,0.5,0.00341209760094303,4.00227006723105,17.0285525302599,0.0286965623947404,5.91085419453709,5.59755990263368,0,0.617319776714376,0.58121039992091,0.545566315848551,-1
bix01294_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,artesunate,0.05,0.5,0.0137955133039108,6.20539413187237,0.933458825846761,0.0778350906895217,7.04487990064296,1.81011452866683,0,0.732635736574282,0.999877601356758,0.934257852164215,1
bix01294_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,artesunate,0.05,0.5,0.0104502336533899,9.99999999999981,8.1547999010146,0.0309958763682307,9.99999999999704,12.5932452358418,0,0.714842037077975,0.599654633274998,0.559951556576967,-1
bix01294_chloroquine_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,chloroquine,0.5,0.5,0.0136875791700127,9.99999999999999,37.7353412917292,0.0189454635022459,10,37.0264698043096,0,0.303159114578892,0.303628400098148,0.303101506786631,-1
bix01294_chloroquine_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,chloroquine,0.5,0.5,0.314030901677572,6.66529570391345,0,0.0892577940836222,9.29562156891268,2.19335341620526,0,0.773225096455838,0.731778268435692,0.725369513616531,1
bix01294_chloroquine_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,chloroquine,0.5,0.5,0.0228762537884575,7.30565559419062,0.632931147572857,0.0467416811952842,7.12226623398647,1.36849556182901,0,0.67302476425947,0.723602360167259,0.677680451819101,1
bix01294_halofantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,halofantrine,0.025,0.25,0.000599239998020355,2.59959875547292,1.15633153473581,0.0165600754659663,4.900298468764,0.111135220940223,0,0.881544881755434,0.844799613927246,0.768224141986835,1
bix01294_kn62_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,kn62,2.5,0.25,0.478107996661626,2.77765258234782,0.661065017309637,0.0154702352862214,4.35635248961936,0,0,0.649954154155303,0.544615539407445,0.554814409928099,1
bix01294_kn62_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,kn62,5,0.5,1.45017738912748,1.8182693178096,0,0.0774316807705019,7.77716692632053,1.64558059708473,0,0.963434035190298,0.715423372135319,0.674814667011413,1
bix01294_kn62_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,kn62,5,0.5,1.00961233282621,5.58138719097403,13.3816701969927,0.0341477948444663,9.99999999999983,24.7642186892257,0,0.62697486893497,0.638744978400502,0.587266546461927,-1
bix01294_lumefantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,lumefantrine,0.025,0.25,0.00266706899851446,2.62997594754095,0,0.0108238691025708,4.83625764061765,0,0,0.765068877763895,0.647798722529922,0.631901437432447,1
bix01294_lumefantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,lumefantrine,0.05,0.5,0.0103282673868863,2.55987618045421,0,0.0791632884693446,7.00312516613101,1.46583373629698,0,0.812984045239882,0.745212492216179,0.710612529559986,1
bix01294_lumefantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,lumefantrine,0.05,0.5,0.00970687911698613,1.10098175201142,0,0.0297165817455891,10,11.3612737942706,0,1.05187401615214,0.999882864791324,0.935472666281729,-1
bix01294_mefloquine_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,mefloquine,0.125,0.25,0.0090020320826493,1.75681742631945,0,0.0137472544247281,5.9161572696208,0,0,0.781421411467778,0.583854306811033,0.530828972303922,1
bix01294_mefloquine_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,mefloquine,0.25,0.5,0.0319948500897724,2.57639774341536,0,0.0765367133663267,7.68163901638203,1.81596288473747,0,0.871434123657696,0.899010404908734,0.823529025920286,1
bix01294_mefloquine_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,mefloquine,0.25,0.5,0.0161544652159222,3.25769395591472,15.608529758792,0.0240188601274346,6.88203894215953,3.34808941209523,0,0.761545099549131,0.672005178964507,0.647912803515398,-1
bix01294_methyleneblue_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,methyleneblue,0.075,0.5,0.0102152385141478,9.99999999999907,45.2676694818637,1,0,100,0,0.290953626619597,0.290953626619597,0.290953626619597,-1
bix01294_methyleneblue_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,methyleneblue,0.075,0.5,0.0203146502021028,4.28732101489124,0.967770574905152,0.0816146179247505,7.55374126398282,1.24242317142938,0,0.726048375273606,0.699413825804994,0.661133754274894,1
bix01294_methyleneblue_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,methyleneblue,0.075,0.5,0.0146439457611192,9.99999999999999,16.5814904429706,0.0288843572616664,4.02899320889039,7.79381425588597,0,0.893786007847721,0.899459490987137,0.815865091756875,-1
bix01294_nanchangmycin_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,nanchangmycin,0.005,0.25,0.00034901751553411,2.41218338785038,0,0.0153173463005874,3.99740810352398,0,0,0.748354414655977,0.66511002306679,0.589156549122705,1
bix01294_nanchangmycin_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,nanchangmycin,0.01,0.5,0.00193823101295457,1.63944495190445,0,0.0768073340611058,7.75138506607379,2.03600556325051,0,0.960469419126441,0.88589476523274,0.843536951442691,1
bix01294_nanchangmycin_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,nanchangmycin,0.01,0.5,0.000589055549751197,9.99999999999828,29.7701516363824,0.0338670417056551,9.9999999999999,15.2022549270817,0,0.818222310789453,0.828057197408593,0.745039035281468,-1
