Folder,TITLE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,SUM_SYN_ANT_WEIGHTED_SAN,SUM_SYN_ANT_WEIGHTED_LOEWE,SUM_SYN_ANT_WEIGHTED_BLISS,SUM_SYN_ANT_WEIGHTED_HSA,QA
piperaquine_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,piperaquine,artenimol,0.025,0.75,0.00157212450960346,9.99999999999996,4.09309671563038,0.0470611886639352,9.99999999999997,6.17947249235462,0,-38.3066328903991,-20.8185210267053,-17.4333601125863,-1
piperaquine_artenimol_PLASMODIUM_FALCIPARUM_HB3,TestData,piperaquine,artenimol,0.0125,0.375,0.000768257837910106,5.91021811282919,1.52058880801116,0.0180024552177747,5.92270793874649,1.41452265789287,0,-20.889116416399,-3.17504334384282,-0.774886920015044,1
piperaquine_artesunate_PLASMODIUM_FALCIPARUM_3D7,TestData,piperaquine,artesunate,0.05,0.75,0.0217730003500871,9.99999999999998,43.7573904941713,0.0576001903214092,2.15624257647828,0,0,-25.4182205236162,-20.8801278023686,-16.5299836823672,-1
piperaquine_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,piperaquine,artesunate,0.05,0.75,0.0135268034535689,9.99999999999992,5.70426912790744,0.0543628596280855,4.79295046943611,1.81282697330077,0,-34.3845651845271,-13.9167680408596,-12.5709049422412,-1
piperaquine_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,piperaquine,artesunate,0.05,0.75,0.0107135655009123,9.99999999999999,11.549668965076,0.0360352779560447,10,3.7273614849896,0,-19.0680627103884,-9.30198801339507,-7.497458330546,-1
piperaquine_methyleneblue_PLASMODIUM_FALCIPARUM_3D7,TestData,piperaquine,methyleneblue,0.0375,0.375,0.00506418475811421,9.99999999999984,1.67940202837001,0.00964819549277813,1.26622992821807,0,0,-74.0470311611503,-57.0556082177514,-50.7969257430132,1
piperaquine_methyleneblue_PLASMODIUM_FALCIPARUM_DD2,TestData,piperaquine,methyleneblue,0.075,0.75,0.0357644739606629,10,5.90921941016409,0.0499682535185831,9.99999999999999,4.83482123960381,0,-41.006440913475,-25.7410315696328,-24.372232114342,-1
piperaquine_methyleneblue_PLASMODIUM_FALCIPARUM_HB3,TestData,piperaquine,methyleneblue,0.075,0.75,0.0138267722310347,4.74969904390523,15.4907760367581,0.0297463604992172,5.07871831521089,9.97009404980845,0,-44.7180191429427,-29.8879457486392,-24.2630199756505,-1
pkc412_artemether_PLASMODIUM_FALCIPARUM_3D7,TestData,pkc412,artemether,0.05,2.5,0.0133458722710232,9.9999999999999,31.2246670856169,1,0,100,0,-137.613027647709,-137.613027647709,-137.613027647709,-1
pkc412_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,pkc412,artemether,0.05,2.5,0.022799174741748,9.33478114210963,0.418960319191936,0.620069542120351,1.78627483167609,0,0,-21.4383289330986,-7.83276036293801,-4.82622228043562,1
pkc412_artemether_PLASMODIUM_FALCIPARUM_HB3,TestData,pkc412,artemether,0.05,2.5,0.0135853607440459,2.78820084597149,0,0.432766415661156,6.15081512174989,16.018516174424,0,1.90524021869791,10.8963007669579,15.8065670225306,-1
pkc412_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,pkc412,artenimol,0.025,2.5,0.0019956398591972,9.99999999999998,47.4286381846687,1.24386480736754,9.99999999999999,0,0,42.953168563556,-2010.19613864125,-2004.69457209389,-1
pkc412_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,pkc412,artenimol,0.025,2.5,0.0015499111734588,9.99999999999991,1.22804014379511,0.510902699957991,2.27936106890122,6.09736071092157,0,-11.0462878191757,0.603825359440863,4.11500092274987,1
pkc412_artenimol_PLASMODIUM_FALCIPARUM_HB3,TestData,pkc412,artenimol,0.025,2.5,0.00136302222396891,2.59461513829063,4.46236256577337,0.495378668859355,1.74171160534332,0,0,-8.54112591308022,-3.76245991630292,4.72061451170125,-1
pkc412_artesunate_PLASMODIUM_FALCIPARUM_3D7,TestData,pkc412,artesunate,0.05,2.5,0.0120447342937065,9.99999999999973,43.889344830096,2.49999999999999,9.9999999999994,71.3681748732134,0,-198.018710326154,-201.517485697562,-200.876032373399,-1
pkc412_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,pkc412,artesunate,0.05,2.5,0.0168169025557159,6.29722389227845,1.79806073745261,0.628914628823794,1.9424564160152,0.794451580565175,0,-21.9308457592934,-6.26444415050991,-3.78513344395956,1
pkc412_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,pkc412,artesunate,0.05,2.5,0.0111677999609939,9.99999999999996,20.3140583357264,0.169946632515035,9.99999999999998,25.9550134259352,0,-27.428093020696,-20.9413257255041,-12.0321978428428,-1
pkc412_halofantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,pkc412,halofantrine,0.025,1.25,0.001086731320369,2.60392323702408,0,0.233948233534598,2.04865647075087,0,0,9.54033162400474,17.2962097010604,24.995869458818,1
pkc412_halofantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,pkc412,halofantrine,0.025,1.25,0.000650439350435483,1.34932594307814,0,0.104978609709368,1.14232009258526,0,0,16.1878475269422,8.94967334939697,30.2375531429802,1
pkc412_halofantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,pkc412,halofantrine,0.025,1.25,0.000964121144068983,6.65192214867754,0.137673759757306,0.209978388338173,2.68039095195396,4.23726375489087,0,9.75117778909221,22.1258262767918,24.8803645648164,-3
pkc412_lumefantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,pkc412,lumefantrine,0.05,2.5,0.047430951772338,9.99999999999991,0,2.49999999999996,9.99999999999919,85.7413869022708,0,-140.987747018081,-158.670403294538,-158.649285370441,-1
pkc412_lumefantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,pkc412,lumefantrine,0.05,2.5,0.0170480436732411,2.3394636512622,0,0.409678276345131,1.61176335142731,5.93657023303476,0,7.78474616368445,13.2380724805861,22.7174752554189,1
pkc412_lumefantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,pkc412,lumefantrine,0.05,2.5,0.00832100210097178,1.77543965069295,8.54595308321558,0.424319675450895,5.22408413668365,13.8813899215768,0,0.0360809814852274,5.99395749310359,12.5352978904904,1
pkc412_mefloquine_PLASMODIUM_FALCIPARUM_3D7,TestData,pkc412,mefloquine,0.25,2.5,0.0350713102273211,9.99999999999999,35.6375355542052,0.917026703778785,9.99999999999997,32.6412054991709,0,-157.112757448832,-153.323048200514,-146.269656889078,-1
pkc412_mefloquine_PLASMODIUM_FALCIPARUM_DD2,TestData,pkc412,mefloquine,0.25,2.5,0.0394164507814513,2.98475637716757,0,0.425835204594405,2.25862877752358,2.02894606541834,0,7.21796357644744,15.4621866621615,22.3335752881592,1
pkc412_mefloquine_PLASMODIUM_FALCIPARUM_HB3,TestData,pkc412,mefloquine,0.25,2.5,0.0280806983901364,6.92434888513486,17.3020836696517,0.363504903188041,1.19518586572098,0,0,-7.02505999390405,-5.03589317086828,4.39617503283985,-1
pkc412_tafenoquine_PLASMODIUM_FALCIPARUM_3D7,TestData,pkc412,tafenoquine,0.75,2.5,0.264150731422876,9.99999999999999,61.5189034221469,1.05382029091987,2.84761023194174,0,0,-2636.03225586512,-2634.71384877384,-2630.91834895765,-1
pkc412_tafenoquine_PLASMODIUM_FALCIPARUM_DD2,TestData,pkc412,tafenoquine,0.75,2.5,0.170110902495658,2.70213107632253,9.98442146597123,0.416834684693596,2.48179634514636,11.7851287647478,0,-17.6642526029129,-7.15780385735172,-0.478315308942264,1
pkc412_tafenoquine_PLASMODIUM_FALCIPARUM_HB3,TestData,pkc412,tafenoquine,0.375,1.25,0.0202554784670814,1.25081174944847,2.01872376461067,0.427915039097768,3.39797050315442,0.473966998768277,0,-1.87818338748214,4.32289509246081,10.9855882432562,-3
proguanil_artemether_PLASMODIUM_FALCIPARUM_3D7,TestData,proguanil,artemether,0.05,0.175,0.00609698326342531,9.99999999999999,46.2662314157948,0.0573769475171544,1.77244401360291,0,0,-1.0586889428069,-1.23512584343502,9.04530967523887,-1
proguanil_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,proguanil,artemether,0.05,0.175,0.0187357412118751,9.99999999999999,0,0.0990512980315981,5.45215933599741,27.7173134629887,0,-33.7891268916375,-19.4546168889601,-19.2604097480484,-1
proguanil_artemether_PLASMODIUM_FALCIPARUM_HB3,TestData,proguanil,artemether,0.05,0.175,0.0143441212744967,9.99999999999987,6.48702402069929,0.0809702605068538,0.670277688427958,0,0,-30.3188385310518,-22.0566306313885,-17.5018574599082,-1
proguanil_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,proguanil,artenimol,0.0125,0.0875,0.000725961399761448,1.71289335911466,0,0.022471413070047,0.88003290382635,0,0,16.9342756027438,12.1240951927235,29.3663623798759,1
proguanil_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,proguanil,artenimol,0.025,0.175,0.00277402127425008,10,0.605718907544622,0.0841462549659574,3.62829713937318,28.4813960362903,0,-1149.36406956089,-1139.53148940064,-1138.62378211289,-1
proguanil_artenimol_PLASMODIUM_FALCIPARUM_HB3,TestData,proguanil,artenimol,0.025,0.175,0.00421851439885348,5.40026111524806,14.6929182562548,0.0999412049675308,5.42519764305251,13.3212591576424,0,-41.1146451433298,-31.6870397953978,-29.6955851511582,-1
proguanil_artesunate_PLASMODIUM_FALCIPARUM_3D7,TestData,proguanil,artesunate,0.05,0.175,0.0104587666161254,10,26.2682070065772,0.174999999999981,9.99999999999931,74.3227249273078,0,-11749.2336330721,-11753.3742985683,-11753.04261345,-1
proguanil_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,proguanil,artesunate,0.05,0.175,0.011585476052015,5.60071188605698,1.4218136822414,0.0579929267004022,10,18.3467751697964,0,-23.5473601528601,-4.2529859523422,-3.17261248121775,-3
proguanil_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,proguanil,artesunate,0.05,0.175,0.0113779005288828,10,7.21430727575105,0.0784637626558347,2.01216688804413,17.8936152511456,0,-51.7251136918036,-43.9654281391857,-41.6618988811908,-1
proguanil_atovaquone_PLASMODIUM_FALCIPARUM_3D7,TestData,proguanil,atovaquone,0.025,0.175,0.0249999999999997,2.97754891223679,26.2068374826112,0.0706523232774151,5.52285871844672,13.1229089344105,0,-6848.18950892961,-6838.4269123102,-6837.00532212347,-1
proguanil_atovaquone_PLASMODIUM_FALCIPARUM_DD2,TestData,proguanil,atovaquone,0.025,0.175,0.00257833171035743,1.7785106852001,9.00046374907886,0.120655918773655,3.2241783586398,0,0,-13.1010630446617,-5.71862408700912,-1.59980538442144,1
proguanil_atovaquone_PLASMODIUM_FALCIPARUM_HB3,TestData,proguanil,atovaquone,0.025,0.175,0.00155894000845727,3.54398952827218,17.6544324240333,0.11221354021769,6.66816673180944,0,0,27.5617878808755,39.8348148493115,42.1433401219061,-1
propafenonehydrochloride_artemether_PLASMODIUM_FALCIPARUM_3D7,TestData,propafenonehydrochloride,artemether,0.05,10,0.0129175753486547,9.99999999999999,13.7590951401881,2.55755978226656,9.9999999999997,65.3928182365889,0,-249.537612966398,-250.338604706821,-246.825846229661,-1
propafenonehydrochloride_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,propafenonehydrochloride,artemether,0.05,10,0.0252632864428177,10,0,2.18902017233966,2.38125358510423,0,0,-19.2767248892185,-1.81586629162696,0.523051380807884,1
propafenonehydrochloride_artemether_PLASMODIUM_FALCIPARUM_HB3,TestData,propafenonehydrochloride,artemether,0.05,10,0.013343892786696,9.99999999999991,5.750809805117,2.8064257596658,2.53517976605064,0,0,-27.5968331385159,-14.0132461326788,-11.5164165805134,-1
propafenonehydrochloride_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,propafenonehydrochloride,artenimol,0.0125,5,0.000679691130378067,1.89892273464958,0,0.69496025380857,2.2221810378812,0,0,6.04140273017983,12.3366543751397,21.7243734209209,1
propafenonehydrochloride_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,propafenonehydrochloride,artenimol,0.025,10,0.00142293393556329,4.50438196192095,0.245032483463248,1.8624689908323,1.90661771463191,0,0,-17.8537866429894,-3.44402081549542,1.30999851456223,1
propafenonehydrochloride_artenimol_PLASMODIUM_FALCIPARUM_HB3,TestData,propafenonehydrochloride,artenimol,0.025,10,0.0011697598591533,4.5712523609815,12.8385494761392,1.73648807318173,2.59634008418649,0,0,-20.2724457205413,-12.0526906594067,-4.58031374283648,-1
propafenonehydrochloride_artesunate_PLASMODIUM_FALCIPARUM_3D7,TestData,propafenonehydrochloride,artesunate,0.05,10,0.0287471600288454,9.99999999998938,13.159519357771,1,0,100,0,-69.9442112060051,-69.9442112060051,-69.9442112060051,-1
propafenonehydrochloride_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,propafenonehydrochloride,artesunate,0.05,10,0.0174605024276226,5.56161038224043,1.93381131491269,2.19934843185694,2.3469167486182,0,0,-5.91131730125752,7.5591477458875,10.6466025428736,-3
propafenonehydrochloride_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,propafenonehydrochloride,artesunate,0.05,10,0.0118302591548352,10,20.5468755272381,3.63194582970993,2.39879987206462,0,0,4.54426140480166,11.4599205683426,17.2501435765529,-1
propafenonehydrochloride_halofantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,propafenonehydrochloride,halofantrine,0.025,5,0.000845822795566254,2.86211501043224,0.194599797656131,0.86273412047494,2.19309097862161,0,0,0.713272138505317,8.69549234936779,14.835786724901,1
propafenonehydrochloride_halofantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,propafenonehydrochloride,halofantrine,0.025,5,0.00131803208451518,4.28962638389141,0.138602630987006,1.10224760226892,3.4431082499984,0,0,-1.14127158741207,11.7778993947423,15.1059216262379,-3
propafenonehydrochloride_lumefantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,propafenonehydrochloride,lumefantrine,0.05,10,0.0202619337484805,10,45.3920899935623,5.25926371825785,10,21.7157150224446,0,-335.686737585067,-334.978492447774,-333.789199616169,-1
propafenonehydrochloride_lumefantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,propafenonehydrochloride,lumefantrine,0.05,10,0.0158802385709362,4.46148362197172,3.97068092747772,2.13748878415322,1.91376308386133,0,0,-3.62171112500151,7.35505619957831,11.8855122974411,1
propafenonehydrochloride_lumefantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,propafenonehydrochloride,lumefantrine,0.05,10,0.0135761483605612,3.86819146717997,19.2994980889715,2.66164098128902,3.82351373060383,10.3110858513168,0,-49.5813017450429,-40.6853013797571,-36.4042122001022,-1
propafenonehydrochloride_mefloquine_PLASMODIUM_FALCIPARUM_3D7,TestData,propafenonehydrochloride,mefloquine,0.25,10,0.0637417422973958,10,26.4443271973267,1.24222211611875,0.800656322686689,0,0,6.54026824776597,2.92768608428231,17.9369461410351,-1
propafenonehydrochloride_mefloquine_PLASMODIUM_FALCIPARUM_DD2,TestData,propafenonehydrochloride,mefloquine,0.25,10,0.0443417268519152,2.93808372776183,0,2.74461257231229,2.27939720236036,0,0,5.51352932067058,14.9566252803458,20.583600468654,1
propafenonehydrochloride_mefloquine_PLASMODIUM_FALCIPARUM_HB3,TestData,propafenonehydrochloride,mefloquine,0.25,10,0.034886374378407,3.63867058913066,2.65713642721804,1.53726058944509,3.03298692840844,1.55408695748933,0,-8.35704933431468,1.62385262379477,6.66405208611876,-1
propafenonehydrochloride_methyleneblue_PLASMODIUM_FALCIPARUM_3D7,TestData,propafenonehydrochloride,methyleneblue,0.075,10,0.015496155050693,5.34579747558051,41.5928389729363,7.59950680322242,9.99999999999998,0,0,-175.989417429623,-168.929261808947,-168.596078999993,-1
propafenonehydrochloride_methyleneblue_PLASMODIUM_FALCIPARUM_DD2,TestData,propafenonehydrochloride,methyleneblue,0.075,10,0.0237466742532778,4.23889953671354,2.01175253107064,2.02734183930361,2.65009999582763,0,0,-21.3135791977176,-5.59334269341244,-2.52358511011191,1
propafenonehydrochloride_methyleneblue_PLASMODIUM_FALCIPARUM_HB3,TestData,propafenonehydrochloride,methyleneblue,0.075,10,0.0237299358030954,6.86783675727851,17.8151025117622,2.64975371985048,9.99999999999975,14.1792217624307,0,-50.3412204068176,-36.5656746702565,-34.4059565543591,-1
pyronaridine_artemether_PLASMODIUM_FALCIPARUM_3D7,TestData,pyronaridine,artemether,0.05,0.175,0.0200843869884178,10,40.1504347067179,0.00423998919679767,4.90966076655841,0,0,36.8696914669158,39.8378951161994,42.0340843485999,-1
pyronaridine_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,pyronaridine,artemether,0.05,0.175,0.0257910075766376,9.99999999999999,1.0476923373591,0.0319794816192432,10,0.225569150373456,0,-25.5770870289963,-6.32367269541199,-6.07751750312833,-3
pyronaridine_artemether_PLASMODIUM_FALCIPARUM_HB3,TestData,pyronaridine,artemether,0.05,0.175,0.0110155142175028,10,3.14433407206122,0.0082311879599825,9.99999999999996,1.94801011886224,0,-11.8615571711738,-2.72900680723113,-0.94839509608331,-1
pyronaridine_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,pyronaridine,artenimol,0.025,0.175,0.0148646890722902,1.57834276519754,0,0.00117708727695458,10,51.1466582176241,0,-34.3839093113051,-50.9473384159292,-30.7527059147099,-1
pyronaridine_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,pyronaridine,artenimol,0.025,0.175,0.00143656324969659,4.8533150848472,0.830705353939115,0.0318796576670304,10,0.533770526864374,0,-30.5970073863849,-10.6239976847721,-9.75651739921534,-3
pyronaridine_artenimol_PLASMODIUM_FALCIPARUM_HB3,TestData,pyronaridine,artenimol,0.0125,0.0875,0.00058026168762743,3.36693263521889,0.983564408130799,0.00401600510258665,10,0,0,-22.6963014268732,-4.61304222439639,-3.6151882437206,-3
pyronaridine_artesunate_PLASMODIUM_FALCIPARUM_3D7,TestData,pyronaridine,artesunate,0.025,0.0875,0.00266487384479736,8.25066955554671,2.34837847653435,0.00505684708521974,9.99999999999998,0,0,-9.4263692096238,1.87141632747201,3.26537462124275,1
pyronaridine_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,pyronaridine,artesunate,0.05,0.175,0.0138714600116832,5.88016039853493,2.26419670726009,0.031573923147773,10,0.473008883534626,0,-26.3352198104631,-7.99378549749168,-7.48603908120055,-3
pyronaridine_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,pyronaridine,artesunate,0.05,0.175,0.00703706990647512,6.77955359079549,10.6847799231188,0.00658913085264758,10,9.78802260070398,0,-29.9298764571439,-10.2666333548876,-5.17167084061671,-1
pyronaridine_chloroquine_PLASMODIUM_FALCIPARUM_3D7,TestData,pyronaridine,chloroquine,0.5,0.175,0.014491436185879,9.9999999999999,60.5003969933874,0.00525995195488815,9.99999999999976,0,0,46.2834033480339,44.5573390832493,48.7185027231165,-1
pyronaridine_chloroquine_PLASMODIUM_FALCIPARUM_DD2,TestData,pyronaridine,chloroquine,0.5,0.175,0.327833289057227,9.99999999999991,3.56472155669347,0.032138505864817,10,0.320135916428926,0,-34.5037911500698,-16.6096001633883,-16.3710561152536,-3
pyronaridine_chloroquine_PLASMODIUM_FALCIPARUM_HB3,TestData,pyronaridine,chloroquine,0.5,0.175,0.0280064049060404,9.99999999999996,8.11330289783918,0.0079539227076967,10,0,0,-2.71243522227568,6.95179316540325,7.84491268080623,-1
pyronaridine_gramicidin_PLASMODIUM_FALCIPARUM_3D7,TestData,pyronaridine,gramicidin,0.01,0.175,1,0,100,0.00822941230954423,9.99999999999999,38.1370199770949,0,-319.010566474067,-319.010566474067,-319.010566474067,-1
pyronaridine_gramicidin_PLASMODIUM_FALCIPARUM_DD2,TestData,pyronaridine,gramicidin,0.01,0.175,5.73588270649998e-05,1.96843136707526,0,0.0271678726131435,9.99999999999994,1.29291035539915,0,-3.47402262248817,2.14411062238485,3.36758214713323,1
pyronaridine_gramicidin_PLASMODIUM_FALCIPARUM_HB3,TestData,pyronaridine,gramicidin,0.01,0.175,3.08322193147326e-05,1.67216228491687,0,0.0248042391019754,9.99999999999979,1.05998902276304,0,-0.868833420873297,1.28669413304721,2.24606373975159,1
quisinostathydrochloride_artemether_PLASMODIUM_FALCIPARUM_3D7,TestData,quisinostathydrochloride,artemether,0.05,0.05,0.0467758573404313,9.99999999999999,0,0.010076436156704,10,11.4753067520062,0,-129.227848401654,-126.238526451607,-125.627371174536,-1
quisinostathydrochloride_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,quisinostathydrochloride,artemether,0.05,0.05,0.0328909805999973,5.49470817441888,0,0.00518197711562813,3.87122308309761,1.29507953042858,0,-11.8509907264257,1.5455630835988,2.97962912535632,1
quisinostathydrochloride_artemether_PLASMODIUM_FALCIPARUM_HB3,TestData,quisinostathydrochloride,artemether,0.05,0.05,0.0268648509067696,3.6810775185507,18.4535395013267,0.00405307531181949,2.29052625543934,0,0,-16.7850287390194,-8.15600877782036,-4.28076236821718,-1
quisinostathydrochloride_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,quisinostathydrochloride,artenimol,0.025,0.05,0.00223884618711648,6.25632686502078,23.2231982281085,1,0,100,0,-4623.03473529172,-4623.03473529172,-4623.03473529172,-1
quisinostathydrochloride_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,quisinostathydrochloride,artenimol,0.025,0.05,0.0028205724847568,8.47634443921282,1.81409666661518,0.00486824262452308,2.3627971081088,0,0,-11.9913807955647,1.15412897157577,4.71446753085392,1
quisinostathydrochloride_artenimol_PLASMODIUM_FALCIPARUM_HB3,TestData,quisinostathydrochloride,artenimol,0.025,0.05,0.0027403251424773,4.81314653596629,4.84113957163806,0.00430238006041153,2.41745531231587,8.46127961851834,0,-23.5426463875251,-12.6093372564842,-8.12697759842805,-1
quisinostathydrochloride_artesunate_PLASMODIUM_FALCIPARUM_3D7,TestData,quisinostathydrochloride,artesunate,0.025,0.025,0.00408483726902416,6.96869501815962,0.801534853011077,0.00192348758802567,3.75720441045411,2.03775961871031,0,-19.9564934642149,-4.78080259011919,-3.68862896529107,1
quisinostathydrochloride_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,quisinostathydrochloride,artesunate,0.05,0.05,0.014822791235526,7.30756641877443,2.18088950933789,0.00610449866215747,3.62531482967345,0.739079434978857,0,-31.944884433425,-12.8797476922134,-11.8270674994745,-3
quisinostathydrochloride_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,quisinostathydrochloride,artesunate,0.05,0.05,0.00846981449075668,4.35540521082381,14.8732906953857,0.00507646046229403,1.66952833358095,0,0,9.57046827952324,11.3532224501146,21.1199440545548,-1
quisinostathydrochloride_halofantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,quisinostathydrochloride,halofantrine,0.025,0.025,0.0010290478382888,3.85321329178562,1.0993147450723,0.00201054560280842,2.95289567942709,0.633652638055482,0,-12.3900961789925,-0.746983534832554,2.60085796119867,1
quisinostathydrochloride_halofantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,quisinostathydrochloride,halofantrine,0.025,0.025,0.000970466997158744,2.16292683121296,0.265768767457442,0.00247515281122003,2.78249219697328,0.96324790035533,0,-15.212880091522,-4.2346782078426,0.992661724330255,1
quisinostathydrochloride_lumefantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,quisinostathydrochloride,lumefantrine,0.05,0.05,0.0190668993190042,10,72.4682096900532,1,0,100,0,-5994.63416707131,-5994.63416707131,-5994.63416707131,-1
quisinostathydrochloride_lumefantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,quisinostathydrochloride,lumefantrine,0.05,0.05,0.0146060192046034,3.48106370593547,0.528403995736854,0.0050907921689941,3.83233739455707,1.31334361167992,0,-21.2368275719268,-6.64367783192885,-4.5178960780023,1
quisinostathydrochloride_lumefantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,quisinostathydrochloride,lumefantrine,0.05,0.05,0.0122115189475616,2.05335913753912,5.11765328468075,0.00415670350509828,2.70920465102804,9.82212085407418,0,-16.9662734322483,-10.7418904966217,-1.33367875418429,-1
quisinostathydrochloride_mefloquine_PLASMODIUM_FALCIPARUM_3D7,TestData,quisinostathydrochloride,mefloquine,0.125,0.025,0.0123148424535,1.82498933879193,0,0.00171370067714319,3.12457625203534,0.307378125959756,0,-8.57137933954297,0.214311908142429,5.50978894371928,1
quisinostathydrochloride_mefloquine_PLASMODIUM_FALCIPARUM_DD2,TestData,quisinostathydrochloride,mefloquine,0.25,0.05,0.0222392037085804,0.713639646499975,0,0.00481777486896587,2.60969290608076,0,0,-38.1944232989328,-37.8226706986357,-21.2167722753458,1
quisinostathydrochloride_mefloquine_PLASMODIUM_FALCIPARUM_HB3,TestData,quisinostathydrochloride,mefloquine,0.25,0.05,0.00886654128019238,5.88426941036304,18.4007387233495,0.00368910421018458,2.6667107839252,13.2397585898316,0,-108.356586012818,-101.190177418864,-87.7716360900239,-1
quisinostathydrochloride_methyleneblue_PLASMODIUM_FALCIPARUM_3D7,TestData,quisinostathydrochloride,methyleneblue,0.075,0.05,0.0135443070071071,10,52.5407011757253,0.00665316158808291,9.99999999999982,17.3973875570992,0,-108.001037305462,-105.514108034695,-100.68618737469,-1
quisinostathydrochloride_methyleneblue_PLASMODIUM_FALCIPARUM_DD2,TestData,quisinostathydrochloride,methyleneblue,0.075,0.05,0.0206053485538603,6.51076055785542,4.37617453025009,0.00433617468404433,4.24469336635575,1.77935816567625,0,-50.4366205403219,-27.5208540213094,-26.1079610396854,1
quisinostathydrochloride_methyleneblue_PLASMODIUM_FALCIPARUM_HB3,TestData,quisinostathydrochloride,methyleneblue,0.075,0.05,0.0182388729235528,9.99999999999996,9.39745719193319,0.00360745880992005,3.84319342463315,3.38744447704452,0,-34.998902690752,-20.350340354791,-17.4975267503886,-1
quisinostathydrochloride_proguanil_PLASMODIUM_FALCIPARUM_3D7,TestData,quisinostathydrochloride,proguanil,0.175,0.05,0.0677794677551001,10,92.5351690598629,0.0477155030184741,9.99999999999994,0,0,-213.886549042021,-229.011981943433,-228.821553078734,-1
quisinostathydrochloride_proguanil_PLASMODIUM_FALCIPARUM_DD2,TestData,quisinostathydrochloride,proguanil,0.175,0.05,0.105009703560535,9.99999999999988,48.1834631129093,0.00512322604815475,4.00075932107484,1.15991735078065,0,-35.0790681325176,-22.0033746157868,-21.3495777891457,1
quisinostathydrochloride_proguanil_PLASMODIUM_FALCIPARUM_HB3,TestData,quisinostathydrochloride,proguanil,0.175,0.05,0.0870525998525583,1.63237405799846,8.75865763999274,0.00503650273058654,3.36863135096748,7.34554496681065,0,-19.1950678606112,-13.1420041271065,-8.24690538630345,-1
quisinostathydrochloride_tafenoquine_PLASMODIUM_FALCIPARUM_3D7,TestData,quisinostathydrochloride,tafenoquine,0.75,0.05,0.080518341278885,9.99999999999994,58.2187285597802,0.00704324709802075,9.99999999999987,61.2335975054973,0,-4157.8360189112,-4156.44991351028,-4146.53107029299,-1
quisinostathydrochloride_tafenoquine_PLASMODIUM_FALCIPARUM_DD2,TestData,quisinostathydrochloride,tafenoquine,0.75,0.05,0.170557232062776,2.50156554804995,8.3416767994205,0.00378337801451847,3.67054542396638,1.41291757526184,0,-11.3882398642257,-0.602454349740621,2.74825055544826,1
quisinostathydrochloride_tafenoquine_PLASMODIUM_FALCIPARUM_HB3,TestData,quisinostathydrochloride,tafenoquine,0.375,0.025,0.0222720621717462,1.71704747521704,7.60237069444134,0.00278781544792941,9.99999999999999,1.87173374017229,0,-40.1814286913201,-25.9625510062601,-22.5100764272824,1
